,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
28171,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
28172,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
28173,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
28174,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
28175,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
28176,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
28177,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
28178,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
28179,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
28180,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
28181,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
28182,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
28183,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
28184,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
28185,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
28186,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
28187,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
28188,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
28189,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
28190,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
28191,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
28192,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
28193,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
28194,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
28195,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
28196,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
28197,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
28198,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
28199,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
28200,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
28201,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
28202,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
28203,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
28204,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
28205,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
28206,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
28207,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
28208,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
28209,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
28210,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
28211,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
28212,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
28213,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
28214,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
28215,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
28216,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
28217,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
28218,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
28219,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
28220,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
28221,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
28222,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
28223,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
28224,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
28225,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
28226,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
28227,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
28228,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
28229,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
28230,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
28231,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
28232,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
28233,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
28234,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
28235,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
28236,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
28237,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
28238,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
28239,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
28240,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
28241,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
28242,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
28243,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
28244,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
28245,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
28246,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
28247,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
28248,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
28249,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
28250,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
28251,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
28252,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
28253,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
28254,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
28255,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
28256,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
28257,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
28258,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
28259,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
28260,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
28261,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
28262,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
28263,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
28264,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
28265,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
28266,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
28267,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
28268,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
28269,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
28270,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
28271,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
28272,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
28273,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
28274,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
28275,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
28276,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
28277,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
28278,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
28279,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
28280,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
28281,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
28282,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
28283,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
28284,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
28285,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
28286,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
28287,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
28288,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
28289,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
28290,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
28291,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
28292,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
28293,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
28294,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
28295,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
28296,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
28297,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
28298,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
28299,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
28300,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
28301,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
28302,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
28303,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
28304,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
28305,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
28306,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
28307,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
28308,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
28309,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
28310,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
28311,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
28312,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
28313,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
28314,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
28315,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
28316,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
28317,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
28318,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
28319,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
28320,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
28321,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
28322,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
28323,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
28324,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
28325,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
28326,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
28327,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
28328,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
28329,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
28330,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
28331,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
28332,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
28333,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
28334,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
28335,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
28336,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
